chrI_sense


YBR223W-A	668359	669975
YBR228W	675260	677341
YBR230W-A	680196	681696
YBR233W	683322	684912
YBR233W-A	684913	686497
YBR235W	686726	691361
YBR237W	691889	695624
YBR242W	704468	706447
YBR244W	707322	709138
YBR246W	711554	713848
YBR250W	718898	721265
YBR251W	721266	722596
YBR252W	722597	723222
YBR253W	723223	724419
YBR255W	724420	727679
YBR257W	728661	730249
YBR259W	730250	733596
YBR263W	736171	738526
YBR265W	738527	739815
YBR267W	739816	741221
YBR268W	741222	742751
YBR271W	744838	747207
YBR274W	749544	752371
YBR278W	760159	761212
YBR279W	761213	763739
YBR282W	768128	769867
YBR284W	771104	773843
YBR285W	773844	774627
YBR289W	779614	782551
YBR290W	782552	784658
YBR293W	786516	788815
YBR294W	788816	792782
YBR295W	792783	797630
YBR297W	800469	803280
YBR299W	805216	808240
YBR301W	808922	810554


chrIII_sense


YCL076W	1257	3270
YCL069W	9571	12217
YCL063W	16899	19716
YCL058W-A	23567	24724
YCL057W	24725	27798
YCL055W	27799	30114
YCL054W-A	30775	31415
YCL054W	31416	35094
YCL051W	35547	38786
YCL046W	46505	49086
YCL036W	58891	61450
YCL034W	61451	63250
YCL032W	63251	65678
YCL024W	78782	83037
YCL021W-A	83038	85092
YCL018W	91189	93553
YCL014W	96196	102916
YCL005W-A	106888	107521
YCL005W	107522	109024
YCL004W	109025	111709
YCL001W	111822	112756
YCR001W	115164	117226
YCR003W	118515	120454
YCR008W	127820	131699
YCR012W	137486	140165
YCR016W	143239	145658
YCR019W	152699	154938
YCR020W-B	155258	157337
YCR032W	179390	186194
YCR033W	186195	190543
YCR034W	190544	192804
YCR036W	193248	195382
YCR038W-A	199158	200306
YCR045W-A	208616	210878
YCR047W-A	211166	211834
YCR060W	224384	225121
YCR061W	225122	228262
YCR063W	228263	229221
YCR065W	229222	231456
YCR066W	231457	234127
YCR073W-A	246923	248901
YCR075W-A	248902	250300
YCR079W	252756	254367
YCR081W	254368	258847
YCR082W	258848	259541
YCR083W	259542	261079
YCR088W	264978	266957
YCR089W	266958	273857
YCR091W	274332	277971
YCR093W	280055	286699
YCR094W	286700	289010
YCR095W-A	289515	290932
YCR102W-A	306600	307665
YCR104W	307666	308683
YCR105W	308684	310822


chrIV_sense


YDL248W	1667	3626
YDL247W-A	3627	4971
YDL247W	5850	8949
YDL244W	16069	18361
YDL242W	18824	20151
YDL241W	20152	22287
YDL240W	22648	27132
YDL237W	30638	32211
YDL236W	32212	34417
YDL233W	36755	38461
YDL232W	38462	40121
YDL230W	42646	44032
YDL229W	44033	47018
YDL225W	52388	55193
YDL221W	61915	63697
YDL219W	65198	65998
YDL218W	65999	68618
YDL212W	78365	80204
YDL210W	84135	87120
YDL208W	87462	88191
YDL207W	88192	90024
YDL206W	90025	93712
YDL204W	94338	96965
YDL194W	111346	114345
YDL193W	114346	116212
YDL192W	116213	117524
YDL191W	117525	119923
YDL189W	121975	124820
YDL186W	125495	126694
YDL185W	126695	131174
YDL179W	138072	139501
YDL178W	139502	141937
YDL176W	141938	145455
YDL173W	148162	150221
YDL170W	156288	159050
YDL168W	159533	161932
YDL165W	164231	165901
YDL163W	166821	167693
YDL161W	167694	170183
YDL156W	174795	176641
YDL155W	176642	179220
YDL149W	184800	188959
YDL147W	190854	192558
YDL146W	192559	195418
YDL143W	199955	202682
YDL141W	202798	206375
YDL138W	213148	215923
YDL137W	215924	217539
YDL136W	217540	219731
YDL133W	222155	223999
YDL132W	224000	227229
YDL131W	227230	229111
YDL130W-A	229112	229766
YDL130W	229767	230872
YDL127W	234703	237016
YDL122W	242519	245830
YDL120W	245831	247166
YDL116W	251515	254156
YDL114W-A	254157	256163
YDL112W	258843	264342
YDL108W	267649	268870
YDL107W	268871	271176
YDL105W	272343	274732
YDL102W	276790	281291
YDL099W	283375	285523
YDL089W	296539	299878
YDL086W	301385	302718
YDL085W	302719	305034
YDL084W	305035	307688
YDL082W	308276	310735
YDL075W	322017	324058
YDL073W	326437	330623
YDL070W	330630	333370
YDL068W	333371	334683
YDL066W	334684	337264
YDL064W	337431	339159
YDL062W	339722	341417
YDL060W	341543	345083
YDL058W	345520	351399
YDL057W	351400	352706
YDL056W	352707	356548
YDL051W	363812	365882
YDL047W	369574	370913
YDL046W	370914	372197
YDL045W-A	372198	373654
YDL041W	377967	379501
YDL034W	391648	393236
YDL030W	397458	399301
YDL029W	399302	401781
YDL026W	404614	405274
YDL025W-A	405275	406649
YDL022W	411737	413930
YDL021W	413931	417086
YDL017W	424129	427051
YDL014W	427052	428873
YDL013W	428874	432011
YDL007W	437986	439545
YDL006W	439546	441885
YDL004W	442952	444510
YDL003W	444511	447511
YDL001W	447897	450527
YDR002W	452985	454014
YDR007W	461516	463390
YDR009W	463391	465600
YDR011W	465601	471608
YDR012W	471799	473047
YDR013W	473048	473993
YDR014W	473994	477661
YDR014W-A	477662	479793
YDR021W	486624	489032
YDR029W	500965	502549
YDR031W	503390	505012
YDR033W	507876	510555
YDR037W	525369	528553
YDR041W	539769	541801
YDR044W	546392	548766
YDR053W	560114	561843
YDR055W	563144	565831
YDR057W	565832	568620
YDR063W	578559	579379
YDR064W	579380	580539
YDR065W	580540	583171
YDR068W	583644	585820
YDR073W	592285	593795
YDR074W	593796	596916
YDR075W	596917	598419
YDR076W	598420	600719
YDR077W	600720	603027
YDR079W	603028	603978
YDR080W	603979	608118
YDR089W	622003	625814
YDR092W	629793	630936
YDR096W	636482	641065
YDR099W	652668	654984
YDR100W	654985	656647
YDR103W	658081	662138
YDR106W	666869	668993
YDR108W	671149	674500
YDR110W	676059	678998
YDR112W	679409	681165
YDR115W	682056	683695
YDR119W	688142	690952
YDR119W-A	690953	692492
YDR121W	693461	694395
YDR122W	694396	699239
YDR124W	699648	702424
YDR128W	709453	714212
YDR137W	728161	730551
YDR138W	730552	733950
YDR140W	733951	736490
YDR145W	746607	749537
YDR147W	751235	754254
YDR150W	755553	764924
YDR152W	765539	767718
YDR159W	771777	775964
YDR160W	775965	778989
YDR161W	778990	781287
YDR163W	781350	783085
YDR165W	784684	787296
YDR167W	789416	790273
YDR168W	790274	792953
YDR171W	806446	808176
YDR172W	808177	811559
YDR174W	811850	814023
YDR178W	817763	819345
YDR179W-A	819346	821995
YDR183W	829531	831312
YDR191W	842280	844418
YDR193W	844419	846087
YDR197W	851189	853452
YDR199W	854125	855675
YDR201W	856225	856944
YDR205W	859321	861717
YDR206W	861718	865977
YDR208W	868044	871039
YDR210W	871040	872745
YDR211W	884619	887158
YDR212W	887159	889585
YDR213W	889586	892745
YDR214W	892746	894430
YDR216W	894431	900430
YDR223W	911964	915192
YDR225W	915414	916408
YDR226W	916409	917440
YDR227W	917441	922842
YDR232W	927004	930275
YDR234W	930404	933486
YDR235W	933487	936222
YDR237W	936472	938806
YDR241W	945016	946535
YDR242W	946536	949598
YDR244W	950513	952717
YDR247W	955752	958789
YDR251W	960318	963408
YDR252W	963409	965012
YDR254W	965013	967972
YDR262W	993096	995150
YDR265W	998578	1001077
YDR268W	1003921	1005587
YDR270W	1005588	1008912
YDR275W	1012082	1014364
YDR279W	1018787	1020585
YDR280W	1020586	1022773
YDR287W	1035973	1037123
YDR288W	1037124	1039203
YDR296W	1055157	1056434
YDR297W	1056435	1058765
YDR299W	1059567	1062325
YDR307W	1075797	1079515
YDR311W	1085036	1087491
YDR312W	1087492	1090072
YDR316W	1093736	1096433
YDR317W	1102105	1103603
YDR318W	1103604	1106053
YDR322W	1110563	1112822
YDR325W	1116863	1121519
YDR327W	1125162	1126860
YDR334W	1135729	1140804
YDR337W	1146247	1148231
YDR340W	1150746	1152340
YDR347W	1169064	1171254
YDR351W	1178256	1181613
YDR352W	1181614	1183004
YDR353W	1183005	1184628
YDR354W	1184629	1186042
YDR356W	1186043	1190000
YDR358W	1190001	1192895
YDR360W	1194463	1196167
YDR363W	1198976	1201920
YDR363W-A	1201921	1203620
YDR367W	1212644	1213818
YDR368W	1213819	1216006
YDR371W	1219342	1222047
YDR373W	1222664	1224437
YDR374W-A	1224716	1226192
YDR376W	1226633	1228532
YDR377W	1228533	1230045
YDR379W	1230046	1234071
YDR380W	1234072	1236448
YDR381W	1236449	1239197
YDR382W	1239372	1240971
YDR385W	1242848	1246075
YDR386W	1246076	1249081
YDR388W	1250136	1251940
YDR389W	1251941	1255669
YDR394W	1261567	1263178
YDR398W	1267309	1270002
YDR403W	1274467	1277346
YDR405W	1277347	1278620
YDR409W	1289368	1293373
YDR412W	1294625	1296543
YDR416W	1298338	1301289
YDR418W	1301290	1303171
YDR419W	1303172	1305898
YDR420W	1305899	1312817
YDR425W	1320000	1322165
YDR427W	1322166	1324485
YDR434W	1331137	1333958
YDR436W	1334562	1337318
YDR437W	1337319	1337999
YDR440W	1342402	1345323
YDR442W	1345512	1347174
YDR444W	1350202	1353386
YDR448W	1355896	1358515
YDR450W	1359871	1361917
YDR452W	1362720	1365941
YDR456W	1367376	1369654
YDR457W	1369655	1380669
YDR460W	1383659	1385158
YDR461W	1385159	1386020
YDR462W	1386021	1386762
YDR463W	1386763	1388754
YDR464W	1388755	1394533
YDR466W	1395024	1398986
YDR469W	1398987	1400611
YDR471W	1401619	1402938
YDR472W	1402939	1405298
YDR477W	1412012	1414546
YDR478W	1414547	1416238
YDR480W	1416907	1419696
YDR483W	1421090	1422725
YDR484W	1422726	1425784
YDR489W	1431002	1432961
YDR492W	1434695	1436112
YDR493W	1436113	1436866
YDR494W	1436867	1439089
YDR499W	1447784	1451189
YDR501W	1451280	1455379
YDR509W	1468091	1469323
YDR513W	1470867	1472550
YDR515W	1473126	1475885
YDR521W	1483006	1484558
YDR528W	1494284	1496983
YDR531W	1498096	1500418
YDR536W	1507530	1510849
YDR538W	1510856	1511981
YDR539W	1511982	1514674
YDR542W	1523114	1524746
YDR545W	1526186	1531933


chrV_sense


YEL077W-A	495	2247
YEL075W-A	4735	5990
YEL074W	5991	7924
YEL072W	13589	15628
YEL071W	16190	18967
YEL070W	19454	22232
YEL066W	26532	27524
YEL065W	27525	30622
YEL062W	34077	37379
YEL056W	47095	49714
YEL053W-A	52475	54358
YEL050W-A	59414	60875
YEL049W	63593	65225
YEL044W	69213	70469
YEL043W	70470	73620
YEL042W	73621	75808
YEL038W	80393	82412
YEL032W	86815	90231
YEL031W	90232	94516
YEL030W	94517	97742
YEL028W	98312	100182
YEL027W	100672	101761
YEL026W	101762	103395
YEL024W	107055	109414
YEL022W	111306	116031
YEL018W	121417	123394
YEL017W	123529	125761
YEL015W	126598	128455
YEL013W	128456	131630
YEL012W	131631	133002
YEL011W	133003	136143
YEL010W	136144	137764
YEL008W	140358	141353
YEL007W	141354	144159
YEL006W	144160	146517
YER001W	153349	156716
YER002W	156717	158716
YER009W	172096	173657
YER011W	175024	177556
YER012W	177738	178800
YER013W	178801	182559
YER014W	182560	184467
YER015W	184468	188028
YER016W	188234	190433
YER019W	192685	195061
YER025W	205199	208097
YER030W	213304	214983
YER032W	214984	218717
YER037W	225818	228077
YER038W-A	228295	229702
YER040W	229703	232410
YER048W-A	250631	251582
YER049W	251583	254625
YER051W	254626	257350
YER058W	271714	272412
YER060W-A	276437	279294
YER063W	281514	283514
YER066W	290127	291933
YER067W	291985	292644
YER070W	298751	302709
YER072W	302710	303854
YER073W	303855	306272
YER074W	306273	307599
YER074W-A	307600	309183
YER076W-A	313255	314986
YER081W	322485	325274
YER088W-B	335792	337861
YER090W	337862	340761
YER092W	342796	344415
YER095W	349826	351589
YER096W	351590	354536
YER100W	359297	361408
YER102W	362669	364531
YER103W	364532	366651
YER104W	366652	368810
YER106W	372191	374258
YER107W-A	374259	375729
YER112W	387132	388885
YER117W	396666	398740
YER120W	401072	402256
YER121W	402257	403911
YER123W	404623	408086
YER125W	409417	413995
YER127W	414304	415840
YER128W	415841	416754
YER129W	416755	421958
YER131W	423518	425456
YER133W	432356	435621
YER133W-A	437051	438667
YER143W	456253	458754
YER146W	462430	463951
YER150W	468323	469981
YER152W-A	473350	474994
YER154W	474995	477354
YER157W	484778	488281
YER158W-A	491393	493011
YER164W	505093	510239
YER165W	510240	512456
YER166W	512457	518162
YER167W	518163	521797
YER173W	536290	540456
YER175W-A	540457	541599
YER176W	541600	545559
YER177W	545560	546767
YER178W	546768	548346
YER179W	548347	550655
YER182W	552461	554354
YER185W	559432	561393
YER187W	565494	567820
YER188W	567897	569836


chrVI_sense


YFL067W	701	2498
YFL063W	4931	6290
YFL062W	6291	8700
YFL061W	9410	11227
YFL059W	11228	12793
YFL058W	12794	15086
YFL055W	16954	20081
YFL053W	23288	26333
YFL052W	28097	30764
YFL049W	36751	39817
YFL041W-A	48727	49075
YFL041W	49076	51214
YFL040W	51215	54370
YFL037W	56203	58542
YFL036W	58543	63898
YFL034W	65272	69818
YFL026W	82380	85099
YFL023W	90773	94473
YFL021W	95831	98645
YFL017W-A	103309	105008
YFL015W-A	106289	107208
YFL014W	107209	107788
YFL013W-A	107789	109674
YFL012W-A	109675	110511
YFL012W	110512	112209
YFL011W	112210	114938
YFL010W-A	114939	115941
YFL009W	115942	119285
YFL008W	119286	123348
YFL007W	123349	130089
YFL001W	147076	148842
YFR001W	148843	149999
YFR002W	150000	153339
YFR004W	153340	155372
YFR006W	155963	158861
YFR007W	159244	160508
YFR008W	160509	162370
YFR012W	167753	169088
YFR012W-A	169089	169861
YFR013W	169862	173381
YFR019W	184499	192513
YFR020W	192612	194722
YFR021W	194723	196495
YFR022W	196496	199738
YFR023W	199739	202981
YFR027W	207389	209428
YFR029W	210805	213256
YFR030W	213257	217466
YFR034W-A	225887	226862
YFR038W	229292	233032
YFR040W	233935	238351
YFR042W	238415	240168
YFR045W	241945	244105
YFR048W	246069	248351
YFR049W	248352	250091
YFR052W	252433	254538
YFR055W	263663	266703
YFR057W	268926	270161


chrVII_sense


YGL263W	2655	5067
YGL262W	5177	6724
YGL260W	6725	8225
YGL258W	10975	12865
YGL256W	14442	17482
YGL255W	20940	22247
YGL254W	22248	23887
YGL253W	23888	26583
YGL245W	38997	41415
YGL241W	45389	48528
YGL235W	55144	56261
YGL234W	56262	59067
YGL233W	59068	62028
YGL232W	62029	64669
YGL228W	67542	69562
YGL227W	69563	73307
YGL226W	73308	74811
YGL225W	76804	79020
YGL218W	82863	84581
YGL214W	89876	91296
YGL210W	93768	95568
YGL209W	95741	97290
YGL208W	97291	98874
YGL207W	98875	103356
YGL205W	108023	111539
YGL202W	115912	118630
YGL196W	129821	131494
YGL195W	131495	140639
YGL192W	141837	144745
YGL191W	144746	146443
YGL181W	157852	159982
YGL180W	159983	164353
YGL174W	174487	176446
YGL172W	180603	182360
YGL171W	182361	185534
YGL166W	191056	192967
YGL162W	197864	200144
YGL160W	200450	202694
YGL159W	202695	204940
YGL158W	206898	208889
YGL155W	213947	216243
YGL153W	216244	217480
YGL151W	217481	222700
YGL149W	225437	226285
YGL148W	226286	228634
YGL145W	230188	233370
YGL141W	238302	242694
YGL139W	245414	249449
YGL137W	249849	253928
YGL135W	254507	255551
YGL134W	255552	257254
YGL130W	266104	268665
YGL123W	277329	279469
YGL119W	284385	287093
YGL117W	288422	289598
YGL116W	289599	291907
YGL113W	295837	299164
YGL111W	299939	302521
YGL109W	303378	305135
YGL106W	306450	307353
YGL105W	307354	309669
YGL103W	310949	312089
YGL101W	312090	313148
YGL100W	313149	314569
YGL099W	314570	316786
YGL098W	316787	320502
YGL097W	321719	324312
YGL096W	325018	327438
YGL093W	334811	337785
YGL092W	337786	342881
YGL090W	343281	345774
YGL088W	345814	346439
YGL086W	346440	349576
YGL085W	349577	351516
YGL083W	352950	355659
YGL082W	355660	357256
YGL073W	368631	371474
YGL071W	371475	374904
YGL066W	377433	380812
YGL060W	389916	392013
YGL055W	398184	401385
YGL050W	405710	407769
YGL047W	411473	413284
YGL045W	413970	416931
YGL043W	417460	418667
YGL041W-A	418668	420424
YGL039W	423406	426116
YGL036W	428023	432417
YGL033W	435490	437667
YGL030W	438991	440003
YGL029W	440004	441635
YGL024W	449653	451157
YGL016W	461531	465735
YGL014W	465736	469899
YGL012W	472819	475380
YGL010W	475451	477242
YGL007W	482900	484772
YGL002W	494388	496447
YGR003W	500123	502879
YGR004W	502880	505619
YGR013W	514519	516934
YGR014W	516935	521991
YGR016W	522170	523629
YGR021W	527495	529057
YGR023W	529058	532217
YGR034W	555685	556901
YGR035W-A	556902	558794
YGR038W	560033	562535
YGR041W	577335	579454
YGR042W	579455	581377
YGR046W	584406	587396
YGR048W	589710	591167
YGR049W	591168	593092
YGR052W	593370	595873
YGR054W	596510	599306
YGR055W	599307	601610
YGR056W	601611	605530
YGR060W	610492	612908
YGR064W	617486	619218
YGR068W-A	626159	626947
YGR069W	626948	627709
YGR070W	627710	632392
YGR072W	634251	635576
YGR074W	635577	637447
YGR079W	640641	641983
YGR080W	641984	643890
YGR082W	643891	645744
YGR088W	654522	656690
YGR089W	656691	660889
YGR094W	672104	676485
YGR096W	676486	678641
YGR097W	678642	683141
YGR099W	687822	690065
YGR100W	690066	693304
YGR101W	693305	695366
YGR103W	695367	698401
YGR105W	698539	700046
YGR107W	702365	703424
YGR108W	703425	706202
YGR112W	717283	718832
YGR113W	718833	720283
YGR116W	720284	725868
YGR118W	726862	729040
YGR129W	750374	752093
YGR131W	754681	756357
YGR135W	761331	762292
YGR139W	764963	767199
YGR142W	772401	774742
YGR143W	774743	778916
YGR144W	779830	781718
YGR145W	781719	784983
YGR149W	788606	791490
YGR153W	795996	797810
YGR155W	798466	800335
YGR156W	800336	802128
YGR157W	802129	806156
YGR160W	806802	809004
YGR161W-C	809914	811809
YGR162W	823944	827495
YGR166W	830422	832360
YGR167W	832361	834294
YGR170W	836938	841834
YGR173W	843810	846356
YGR174W-A	846357	847872
YGR176W	848520	850202
YGR181W	858131	859783
YGR186W	867752	871034
YGR191W	880210	883689
YGR195W	888753	890700
YGR198W	894671	897472
YGR199W	897473	900932
YGR203W	904766	905900
YGR206W	910326	911645
YGR208W	911646	913862
YGR211W	914955	917017
YGR212W	917018	919497
YGR214W	920230	922104
YGR215W	922105	923623
YGR217W	924643	931880
YGR222W	939365	941898
YGR224W	942265	945009
YGR225W	945010	947324
YGR227W	947325	949309
YGR228W	949310	950844
YGR230W	951563	953464
YGR232W	953861	955718
YGR234W	959568	962373
YGR247W	984713	985809
YGR248W	985810	987849
YGR249W	987966	990705
YGR251W	995502	996829
YGR252W	996830	999366
YGR254W	1000885	1003524
YGR256W	1004547	1007216
YGR260W	1012350	1015202
YGR265W	1021513	1022585
YGR266W	1022586	1026005
YGR271W	1031656	1038790
YGR275W	1043229	1044841
YGR278W	1046718	1049560
YGR281W	1052596	1058557
YGR288W	1070207	1073315
YGR290W	1075347	1076463
YGR292W	1076464	1079488
YGR294W	1080171	1081803
YGR296W	1084729	1090940


chrVIII_sense


YHL050W-A	676	2428
YHL048W	6266	8782
YHL046W-A	9846	12013
YHL045W	12367	13547
YHL041W	17257	18976
YHL039W	21733	24675
YHL036W	25658	28945
YHL034W-A	33037	35204
YHL030W-A	38857	40058
YHL030W	40059	46792
YHL028W	48693	50974
YHL027W	50975	54177
YHL025W	54639	56317
YHL024W	56318	60137
YHL019W-A	67677	69439
YHL015W-A	74564	75333
YHL015W	75334	77073
YHL012W	78752	81606
YHL006W-A	97597	99132
YHL004W	99133	101532
YHR001W	105734	107757
YHR001W-A	107758	108585
YHR002W	108586	111020
YHR006W	117778	120575
YHR010W	126440	127619
YHR011W	127620	129325
YHR012W	129326	131776
YHR014W	131912	134057
YHR015W	134419	137668
YHR017W	138667	140927
YHR020W	143875	147148
YHR021W-A	149070	150815
YHR023W	151416	158556
YHR025W	159404	160709
YHR026W	160710	162617
YHR028W-A	167217	168807
YHR040W	187907	190129
YHR042W	190239	194135
YHR045W	195316	198254
YHR048W	204410	206429
YHR049W	206430	207380
YHR050W	207381	209444
YHR052W	210821	212374
YHR052W-A	212375	213839
YHR054W-A	214373	215837
YHR056W-A	217271	218882
YHR059W	220054	220717
YHR060W	220718	222337
YHR063W-A	225241	226943
YHR066W	229302	230930
YHR072W	239015	241542
YHR072W-A	241543	242481
YHR074W	246072	249450
YHR076W	251074	253342
YHR078W	256018	259257
YHR081W	267490	269246
YHR083W	272618	273836
YHR093W	289007	290825
YHR095W	292808	294572
YHR099W	302622	315856
YHR102W	316396	320167
YHR103W	320168	323319
YHR104W	323320	324649
YHR108W	328245	330295
YHR109W	330296	332255
YHR113W	336316	337980
YHR114W	337981	341125
YHR119W	345807	349465
YHR120W	349466	352587
YHR121W	352588	353526
YHR122W	353527	354778
YHR123W	354779	356468
YHR124W	356469	358722
YHR125W	358723	360298
YHR131W-A	367612	369435
YHR132W-A	369928	370945
YHR134W	370946	373697
YHR137W	375480	378348
YHR140W	380555	382386
YHR142W	383314	385240
YHR143W	385241	387133
YHR143W-A	387134	388713
YHR146W	390251	392750
YHR148W	393473	395398
YHR150W	397210	400206
YHR152W	401303	402913
YHR154W	402914	407018
YHR155W	407019	412139
YHR157W	412833	414666
YHR159W	417470	420225
YHR165W-A	436512	438048
YHR167W	439275	440241
YHR170W	443776	445706
YHR171W	445707	448259
YHR176W	454108	456408
YHR177W	456409	459087
YHR178W	459232	462392
YHR179W	462393	464809
YHR180W	465133	466796
YHR182W	468187	470881
YHR187W	480954	483029
YHR192W	486796	488607
YHR197W	493846	497294
YHR200W	499047	500952
YHR202W	502368	505347
YHR204W	506113	509227
YHR205W	509228	512433
YHR206W	512434	515900
YHR211W	525257	529754
YHR214W	541516	542872
YHR214W-A	542873	544628
YHR215W	552054	554199
YHR216W	554200	557152


chrIX_sense


YIL177W-A	711	2463
YIL173W	11357	17276
YIL171W-A	18125	19847
YIL162W	37167	39163
YIL161W	39164	41175
YIL153W	55175	57416
YIL148W	68549	70608
YIL144W	77983	81151
YIL136W	93506	95885
YIL134W	97358	99509
YIL130W	102645	106790
YIL128W	113564	117918
YIL126W	117919	122394
YIL123W	127355	130320
YIL122W	130321	132096
YIL118W	139558	141604
YIL110W	155829	158744
YIL108W	160731	164290
YIL106W	166217	167596
YIL105W-A	167597	168939
YIL103W	171721	174680
YIL097W	180402	183088
YIL095W	183779	187444
YIL092W	189029	192102
YIL082W	205500	208123
YIL078W	212451	215778
YIL076W	216558	218713
YIL068W-A	232854	234531
YIL066W-A	237231	238811
YIL064W	241814	243796
YIL058W	246522	248845
YIL056W	249541	253019
YIL054W	254278	255017
YIL053W	255018	257027
YIL050W	258332	260140
YIL049W	260141	261106
YIL048W	261107	266018
YIL045W	270900	273922
YIL041W	276502	277706
YIL040W	277707	278348
YIL039W	278349	280946
YIL036W	285387	288806
YIL029W-A	299600	301241
YIL028W	301966	303915
YIL019W	315065	316668
YIL018W	316669	319212
YIL016W	321158	322284
YIL015W	322285	325254
YIL014W	325881	329020
YIL010W	334849	336709
YIL009W	338999	342464
YIL008W	342465	343664
YIL006W	343665	345547
YIL005W	345548	349088
YIL003W	349089	350265
YIL002W-A	350266	351705
YIL001W	353778	356570
YIR003W	360823	363191
YIR004W	363192	364804
YIR005W	364805	366780
YIR007W	370616	374133
YIR009W	374472	375346
YIR010W	375347	378289
YIR012W	378470	381070
YIR018W	384540	386739
YIR020W-A	394782	396294
YIR023W	399757	403637
YIR025W	403638	405857
YIR030W-A	412764	414417
YIR033W	416042	421753
YIR041W	433794	435438


chrX_sense


YJL225W-A	694	2446
YJL222W	11340	17259
YJL220W	18108	19361
YJL219W	19362	21918
YJL218W	21919	23004
YJL217W	23005	24881
YJL214W	26752	29907
YJL213W	31441	34518
YJL210W	36875	37913
YJL209W	37914	41064
YJL198W	60681	63749
YJL197W	63750	68749
YJL194W	69309	71263
YJL193W	71264	73687
YJL191W	73688	75787
YJL189W	75842	77612
YJL186W	80136	83010
YJL181W	85514	88593
