chr	site	strand	count
chrI	142194	+	9
chrI	142205	+	4
chrI	142207	+	1
chrI	142211	+	1
chrI	142226	+	8
chrI	142239	+	3
chrI	142245	+	4
chrI	142246	+	1
chrI	142247	+	8
chrI	142272	+	1
chrI	142274	+	11
chrI	142276	+	6
chrI	142289	+	1
chrI	142290	+	6
chrI	142301	+	3
chrI	142305	+	2
chrI	142307	+	1
chrI	142312	+	3
chrI	142319	+	4
chrI	142320	+	1
chrI	142352	+	11
chrI	142362	+	8
chrI	142364	+	3
chrI	142365	+	158
chrI	142366	+	92
chrI	142367	+	50
chrI	142368	+	2
chrI	142369	+	18
chrI	142370	+	14
chrI	142371	+	5
chrI	142372	+	4
chrI	142373	+	9
chrI	142374	+	4
chrI	142375	+	27
chrI	142376	+	4
chrI	142377	+	20
chrI	142378	+	93
chrI	142379	+	76
chrI	142380	+	112
chrI	142381	+	183
chrI	142382	+	51
chrI	142383	+	68
chrI	142384	+	130
chrI	142385	+	101
chrI	142386	+	46
chrI	142387	+	72
chrI	142388	+	37
chrI	142389	+	5
chrI	142390	+	2
chrI	142391	+	22
chrI	142393	+	18
chrI	142394	+	1
chrI	142395	+	121
chrI	142396	+	67
chrI	142397	+	331
chrI	142398	+	170
chrI	142399	+	330
chrI	142400	+	213
chrI	142401	+	60
chrI	142402	+	70
chrI	142403	+	53
chrI	142404	+	50
chrI	142405	+	41
chrI	142410	+	3
chrI	142411	+	31
chrI	142412	+	1
chrI	142415	+	1
chrI	142418	+	2
chrI	142419	+	1
chrI	142420	+	22
chrI	142421	+	2
chrI	142422	+	5
chrI	142424	+	10
chrI	142425	+	11
chrI	142426	+	13
chrI	142427	+	9
chrI	142428	+	1
chrI	142429	+	2
chrI	142431	+	2
chrI	142433	+	12
chrI	142439	+	3
chrI	142440	+	2
chrI	142441	+	1
chrI	142447	+	1
chrI	142448	+	1
chrI	142450	+	1
chrI	142452	+	1
chrI	142459	+	15
chrI	142486	+	2
chrI	142488	+	9
chrI	142490	+	2
chrI	142492	+	1
chrI	142493	+	14
chrI	142494	+	2
chrI	142496	+	1
chrI	142505	+	2
chrI	142506	+	1
chrI	142507	+	1
chrI	142508	+	10
chrI	142509	+	2
chrI	142510	+	3
chrI	142511	+	3
chrI	142513	+	4
chrI	142514	+	7
chrI	142520	+	2
chrI	142523	+	1
chrI	142524	+	2
chrI	142525	+	2
chrI	142527	+	6
chrI	142535	+	1
chrI	142545	+	8
chrI	142547	+	3
chrI	142548	+	5
chrI	142560	+	7
chrI	142561	+	1
chrI	142563	+	1
chrI	142565	+	10
chrI	142575	+	1
chrI	142594	+	13
chrI	142603	+	4
chrI	142610	+	2
chrI	142620	+	18
chrI	142621	+	21
chrI	142622	+	2
chrI	142625	+	1
chrI	142626	+	3
chrI	142629	+	1
chrI	142630	+	7
chrI	142632	+	1
chrI	142633	+	3
chrI	142634	+	19
chrI	142635	+	4
chrI	142639	+	1
chrI	142651	+	4
chrI	142652	+	3
chrI	142654	+	2
chrI	142658	+	2
chrI	142671	+	18
chrI	142675	+	8
chrI	142678	+	8
chrI	142680	+	45
chrI	142683	+	40
chrI	142684	+	1
chrI	142685	+	7
chrI	142686	+	1
chrI	142689	+	2
chrI	142693	+	3
chrI	142698	+	1
chrI	142699	+	3
chrI	142702	+	13
chrI	142707	+	9
chrI	142711	+	1
chrI	142712	+	2
chrI	142723	+	3
chrI	142730	+	1
chrI	142731	+	1
chrI	142732	+	30
chrI	142733	+	1
chrI	142734	+	1
chrI	142736	+	35
chrI	142743	+	12
chrI	142749	+	2
chrI	142766	+	1
chrI	142767	+	18
chrI	142768	+	1
chrI	142772	+	10
chrI	142773	+	1
chrI	142774	+	6
chrI	142775	+	2
chrI	142777	+	10
chrI	142778	+	29
chrI	142780	+	8
chrI	142781	+	1
chrI	142783	+	1
chrI	142786	+	1
chrI	142787	+	5
chrI	142798	+	1
chrI	142799	+	8
chrI	142800	+	1
chrI	142802	+	11
chrI	142803	+	3
chrI	142804	+	2
chrI	142827	+	1
chrI	142828	+	2
chrI	142842	+	1
chrI	142844	+	3
chrI	142845	+	3
chrI	142874	+	1
chrI	142876	+	3
chrI	142877	+	4
chrI	142892	+	15
chrI	142912	+	3
chrI	142913	+	2
chrI	142918	+	13
chrI	142929	+	2
chrI	142946	+	2
chrI	142948	+	16
chrI	142963	+	2
chrI	142966	+	8
chrI	142977	+	8
chrI	142978	+	1
chrI	142979	+	15
chrI	142980	+	6
chrI	142981	+	3
chrI	142984	+	1
chrI	142988	+	1
chrI	143010	+	3
chrI	143011	+	1
chrI	143013	+	1
chrI	143016	+	5
chrI	143018	+	1
chrI	143024	+	1
chrI	143027	+	13
chrI	143029	+	5
chrI	143034	+	1
chrI	143050	+	1
chrI	143052	+	1
chrI	143057	+	21
chrI	143058	+	1
chrI	143076	+	16
chrI	143077	+	1
chrI	143079	+	2
chrI	143080	+	4
chrI	143082	+	1
chrI	143100	+	1
chrI	143101	+	4
chrI	143126	+	1
chrI	143129	+	2
chrI	143140	+	1
chrI	143143	+	2
chrI	143158	+	2
chrI	143167	+	2
chrI	143168	+	3
chrI	143169	+	1
chrI	143170	+	5
chrI	143173	+	1
chrI	143186	+	3
chrI	143189	+	3
chrI	143190	+	5
chrI	143205	+	3
chrI	143209	+	1
chrI	143212	+	1
chrI	143215	+	8
chrI	143219	+	1
chrI	143220	+	3
chrI	143221	+	6
chrI	143222	+	4
chrI	143223	+	8
chrI	143226	+	2
chrI	143232	+	12
chrI	143235	+	5
chrI	143238	+	1
chrI	143239	+	14
chrI	143242	+	3
chrI	143244	+	1
chrI	143250	+	5
chrI	143260	+	3
chrI	143264	+	1
chrI	143265	+	15
chrI	143272	+	2
chrI	143283	+	5
chrI	143284	+	1
chrI	143285	+	2
chrI	143297	+	1
chrI	143318	+	1
chrI	143319	+	3
chrI	143320	+	1
chrI	143341	+	2
chrI	143342	+	2
chrI	143357	+	1
chrI	143868	+	1
chrI	143883	+	4
chrI	150401	-	5
chrI	150500	-	13
chrI	150528	-	2
chrI	151010	-	9
chrI	151080	-	1
chrI	152310	+	2
chrI	153758	+	5
chrI	154338	-	3
chrI	154369	-	2
chrI	154673	-	1
chrI	154681	-	1
chrI	154726	-	2
chrI	155401	+	11
chrI	160354	-	1
chrI	161379	-	1
chrI	162119	-	1
chrI	162120	-	13
chrI	162145	-	1
chrI	162423	-	1
chrI	163776	-	1
chrI	163800	-	1
chrI	163810	-	1
chrI	163847	-	1
chrI	164074	-	2
chrI	164077	-	4
chrI	164078	-	9
chrI	164080	-	1
chrI	164083	-	1
chrI	164093	-	14
chrI	164362	-	1
chrI	164471	-	2
chrI	164519	-	1
chrI	164583	-	1
chrI	164641	-	2
chrI	164645	-	1
chrI	165332	-	1
chrI	165838	-	11
chrI	165841	-	1
chrI	165851	-	1
chrI	166254	+	1
chrI	166255	+	5
chrI	166257	+	1
chrI	166258	+	45
chrI	166259	+	11
chrI	166264	+	220
chrI	166265	+	10
chrI	166266	+	2
chrI	166270	+	1
chrI	166271	+	1
chrI	166275	+	1
chrI	166276	+	1
chrI	166278	+	1
chrI	166279	+	21
chrI	166285	+	1
chrI	166294	+	1
chrI	166301	+	1
chrI	166320	+	1
chrI	166325	+	1
chrI	166353	+	3
chrI	166376	+	1
chrI	166377	+	6
chrI	166398	+	2
chrI	166424	+	13
chrI	166437	+	5
chrI	166472	+	1
chrI	166489	+	14
chrI	166829	-	1
chrI	166831	-	7
chrI	167510	-	1
chrI	168016	-	1
chrI	168017	-	3
chrI	168035	-	2
chrI	168193	-	1
chrI	168398	-	1
chrI	168794	-	4
chrI	169285	+	1
chrI	169360	+	4
chrI	169364	+	8
chrI	169379	+	4
chrI	169382	+	1
chrI	169436	+	15
chrI	169441	+	1
chrI	169444	+	1
chrI	169445	+	1
chrI	169450	+	17
chrI	169460	+	18
chrI	169479	+	3
chrI	169522	+	1
chrI	169524	+	19
chrI	169554	+	8
chrI	169593	+	1
chrI	169626	+	8
chrI	169627	+	4
chrI	169630	+	2
chrI	169631	+	11
chrI	169635	+	3
chrI	169699	+	1
chrI	169700	+	3
chrI	169720	+	1
chrI	169727	+	1
chrI	169732	+	1
chrI	169735	+	7
chrI	169736	+	1
chrI	169760	+	1
chrI	169782	+	1
chrI	169817	+	26
chrI	169826	+	1
chrI	169827	+	11
chrI	169857	+	1
chrI	169873	+	1
chrI	169926	+	2
chrI	169933	+	1
chrI	169937	+	2
chrI	169945	+	5
chrI	169998	+	4
chrI	170068	+	7
chrI	170119	+	1
chrI	170120	+	4
chrI	170176	+	26
chrI	170177	+	1
chrI	170178	+	2
chrI	170199	+	4
chrI	170201	+	2
chrI	170223	+	11
chrI	170248	+	10
chrI	170261	+	2
chrI	170304	+	1
chrI	170330	+	1
chrI	170351	-	3
chrI	170372	+	6
chrI	170375	-	1
chrI	170446	+	2
chrI	170501	+	1
chrI	170503	-	3
chrI	170638	+	1
chrI	170706	+	3
chrI	171061	+	3
chrI	171599	-	1
chrI	171718	-	10
chrI	171861	+	1
chrI	172654	-	1
chrI	172691	-	1
chrI	172782	-	2
chrI	173000	-	1
chrI	173099	-	18
chrI	173257	-	1
chrI	173315	+	1
chrI	173571	-	1
chrI	175143	-	1
chrI	175144	-	24
chrI	175153	-	10
chrI	175524	+	4
chrI	175593	+	1
chrI	175594	+	18
chrI	175595	+	1
chrI	175681	+	1
chrI	175776	+	1
chrI	176573	+	1
chrI	177141	-	2
chrI	178693	-	21
chrI	178953	-	2
chrI	179648	-	10
chrI	179873	-	1
chrI	180346	+	1
chrI	180459	+	1
chrI	181126	+	6
chrI	181128	+	4
chrI	181130	+	18
chrI	181131	+	1
chrI	181132	+	12
chrI	181133	+	1
chrI	181134	+	2
chrI	181135	+	13
chrI	181138	+	11
chrI	181139	+	640
chrI	181140	+	473
chrI	181141	+	50
chrI	181142	+	69
chrI	181143	+	36
chrI	181144	+	7
chrI	181145	+	58
chrI	181146	+	50
chrI	181147	+	13
chrI	181149	+	39
chrI	181150	+	44
chrI	181151	+	18
chrI	181152	+	17
chrI	181153	+	22
chrI	181154	+	67
chrI	181155	+	42
chrI	181156	+	6
chrI	181157	+	40
chrI	181158	+	257
chrI	181159	+	11
chrI	181160	+	220
chrI	181161	+	82
chrI	181162	+	11
chrI	181163	+	2
chrI	181164	+	13
chrI	181167	+	110
chrI	181168	+	9
chrI	181169	+	26
chrI	181170	+	18
chrI	181171	+	104
chrI	181172	+	368
chrI	181173	+	577
chrI	181174	+	212
chrI	181175	+	120
chrI	181176	+	1
chrI	181177	+	2
chrI	181178	+	28
chrI	181179	+	44
chrI	181180	+	256
chrI	181181	+	720
chrI	181182	+	118
chrI	181183	+	215
chrI	181184	+	130
chrI	181185	+	95
chrI	181186	+	44
chrI	181187	+	49
chrI	181188	+	31
chrI	181189	+	1
chrI	181190	+	87
chrI	181191	+	3
chrI	181193	+	54
chrI	181194	+	1
chrI	181195	+	169
chrI	181197	+	2
chrI	181205	+	6
chrI	181206	+	3
chrI	181207	+	3
chrI	181208	+	6
chrI	181210	+	22
chrI	181211	+	1
chrI	181214	+	8
chrI	181217	+	1
chrI	181220	+	2
chrI	181221	+	5
chrI	181224	+	1
chrI	181256	+	1
chrI	181258	+	10
chrI	181279	+	3
chrI	181285	+	1
chrI	181288	+	27
chrI	181290	+	1
chrI	182478	-	1
chrI	182557	-	1
chrI	182563	-	3
chrI	182564	-	3
chrI	182566	-	4
chrI	182567	-	11
chrI	182569	-	1
chrI	182570	-	21
chrI	182571	-	2
chrI	182572	-	1
chrI	182573	-	14
chrI	182574	-	9
chrI	182575	-	1
chrI	182576	-	1
chrI	182578	-	8
chrI	182579	-	1
chrI	182582	-	1
chrI	182583	-	2
chrI	182584	-	4
chrI	182585	-	8
chrI	182586	-	15
chrI	182587	-	3
chrI	182589	-	6
chrI	182592	-	4
chrI	182593	-	2
chrI	182594	-	4
chrI	182595	-	2
chrI	182596	-	2
chrI	182597	-	7
chrI	182598	-	3
chrI	182601	-	4
chrI	182602	-	25
chrI	182603	-	5
chrI	182604	-	43
chrI	182605	-	58
chrI	182606	-	1
chrI	182607	-	552
chrI	182608	-	68
chrI	182609	-	5
chrI	182610	-	20
chrI	182614	-	6
chrI	182617	-	18
chrI	183023	-	1
chrI	183024	-	1
chrI	183107	-	1
chrI	183222	-	1
chrI	183297	-	1
chrI	183298	-	1
chrI	183299	-	14
chrI	183472	-	4
chrI	183492	-	1
chrI	183696	+	1
chrI	183756	+	3
chrI	183764	+	1
chrI	183783	+	1
chrI	183822	+	16
chrI	183823	+	1
chrI	183899	-	1
chrI	184783	-	31
chrI	186330	-	19
chrI	187813	-	10
chrI	187987	-	4
chrI	188012	-	1
chrI	188289	-	1
chrI	188613	-	1
chrI	188703	+	2
chrI	188704	+	2
chrI	192564	-	1
chrI	192823	+	1
chrI	193147	+	1
chrI	193195	+	1
chrI	193632	+	3
chrI	193964	-	1
chrI	193995	+	2
chrI	195061	-	2
chrI	195596	+	1
chrI	196133	+	1
chrI	197128	-	1
chrI	197133	-	1
chrI	200851	+	1
chrI	219455	+	3
chrI	220605	-	12
chrI	220875	-	1
chrI	221616	+	17
chrI	221706	+	1
chrI	222304	-	2
chrI	222393	+	1
chrI	222695	-	1
chrI	223075	+	1
chrI	225286	+	3
chrI	225353	+	1
chrI	225382	+	4
chrI	225403	+	1
chrI	225578	+	16
chrI	225624	+	3
chrI	225635	+	5
chrI	225664	+	1
chrI	225965	+	1
chrI	33297	+	11
chrI	33326	+	2
chrI	33474	-	1
chrI	33622	+	15
chrI	34145	-	7
chrI	34336	-	3
chrI	39338	+	2
chrI	39340	+	1
chrI	39371	+	2
chrI	39396	+	1
chrI	40458	+	2
chrI	43463	+	1
chrI	43721	+	4
chrI	44282	+	3
chrI	44953	+	1
chrI	45177	+	1
chrI	45779	+	1
chrI	45804	+	8
chrI	45930	+	8
chrI	45940	+	1
chrI	45945	+	9
chrI	45953	+	2
chrI	45954	+	1
chrI	45979	+	1
chrI	46008	+	4
chrI	46023	+	17
chrI	46076	+	1
chrI	46105	+	2
chrI	46106	+	1
chrI	46107	+	3
chrI	46217	+	1
chrI	46299	+	4
chrI	46415	+	2
chrI	46511	+	28
chrI	46547	+	4
chrI	46564	+	5
chrI	46566	+	1
chrI	46592	+	10
chrI	46619	+	3
chrI	46799	+	1
chrI	46828	+	12
chrI	46880	+	2
chrI	47014	+	4
chrI	47144	+	55
chrI	47208	+	1
chrI	47209	+	14
chrI	47399	+	4
chrI	47461	+	1
chrI	47685	+	1
chrI	47688	+	3
chrI	47722	+	2
chrI	47992	+	2
chrI	48061	+	32
chrI	48062	+	2
chrI	48063	+	1
chrI	48090	+	8
chrI	48092	+	1
chrI	48154	+	9
chrI	48288	+	2
chrI	48291	+	1
chrI	48538	+	7
chrI	48578	+	1
chrI	48642	+	5
chrI	48664	+	1
chrI	48691	+	3
chrI	48745	+	4
chrI	48756	+	3
chrI	48780	+	6
chrI	48807	+	1
chrI	48912	+	2
chrI	48916	+	1
chrI	48934	+	1
chrI	48982	+	2
chrI	49008	+	5
chrI	49132	+	1
chrI	49610	+	4
chrI	50731	+	1
chrI	51869	-	1
chrI	51992	-	14
chrI	52155	-	2
chrI	52196	-	3
chrI	54486	-	4
chrI	54983	-	1
chrI	57287	-	1
chrI	57758	+	3
chrI	57799	+	1
chrI	57801	+	21
chrI	57815	+	1
chrI	57921	-	2
chrI	57926	-	1
chrI	57941	-	3
chrI	58039	-	2
chrI	58044	-	1
chrI	58047	-	2
chrI	58062	-	4
chrI	60831	-	1
chrI	60832	-	23
chrI	60884	-	23
chrI	60890	-	2
chrI	61429	+	2
chrI	61520	+	3
chrI	61526	+	9
chrI	62142	+	6
chrI	62153	+	1
chrI	62523	+	4
chrI	62592	+	2
chrI	62891	+	16
chrI	62893	+	1
chrI	62895	+	2
chrI	62915	+	6
chrI	62917	+	4
chrI	62928	+	1
chrI	62973	+	6
chrI	63209	+	1
chrI	63213	+	1
chrI	63586	+	1
chrI	63608	+	1
chrI	63853	+	3
chrI	65633	-	2
chrI	65650	-	2
chrI	65651	-	7
chrI	65811	-	1
chrI	65813	-	5
chrI	65995	-	5
chrI	66027	-	1
chrI	66061	-	20
chrI	66104	-	11
chrI	66111	-	1
chrI	66206	-	2
chrI	66413	-	1
chrI	66414	-	17
chrI	66503	-	3
chrI	66546	-	5
chrI	66573	-	13
chrI	66581	-	1
chrI	66601	-	3
chrI	66650	-	1
chrI	66651	-	10
chrI	66781	-	1
chrI	66879	-	11
chrI	66946	-	13
chrI	67040	-	2
chrI	67119	-	3
chrI	67235	-	5
chrI	67280	-	1
chrI	67294	-	1
chrI	67305	-	8
chrI	67396	-	3
chrI	67490	+	2
chrI	67491	-	2
chrI	67551	-	14
chrI	67563	-	13
chrI	67568	-	4
chrI	67578	-	7
chrI	67724	-	5
chrI	67726	-	2
chrI	67736	-	1
chrI	67737	-	1
chrI	67738	-	1
chrI	67739	-	2
chrI	67764	-	2
chrI	67765	-	11
chrI	67811	-	5
chrI	67830	-	18
