chr	site	strand	count
chrI	131369	+	1
chrI	131375	+	4
chrI	131421	+	1
chrI	131451	+	2
chrI	131456	+	1
chrI	131521	+	4
chrI	131543	+	6
chrI	131557	+	5
chrI	131559	+	1
chrI	131599	+	13
chrI	131601	+	1
chrI	131688	+	6
chrI	131725	+	3
chrI	131733	+	2
chrI	131760	+	6
chrI	131776	+	6
chrI	131783	+	1
chrI	132193	+	2
chrI	133181	-	1
chrI	135572	-	1
chrI	135576	-	6
chrI	135966	+	4
chrI	136134	+	1
chrI	136136	+	1
chrI	136195	+	1
chrI	137575	-	1
chrI	137602	-	1
chrI	137609	-	1
chrI	137616	-	3
chrI	137783	-	14
chrI	137790	-	1
chrI	137791	-	4
chrI	137855	-	1
chrI	137859	-	1
chrI	138006	-	1
chrI	138013	-	1
chrI	138023	-	1
chrI	138043	-	3
chrI	138057	-	1
chrI	138058	-	1
chrI	138081	-	3
chrI	138338	-	2
chrI	138358	-	2
chrI	138412	-	2
chrI	139138	+	4
chrI	139139	+	11
chrI	139140	+	1
chrI	139141	+	1
chrI	139144	+	26
chrI	139146	+	1
chrI	139148	+	2
chrI	139149	+	2
chrI	139150	+	4
chrI	139151	+	12
chrI	139152	+	1
chrI	139154	+	2
chrI	139156	+	4
chrI	139160	+	8
chrI	139161	+	10
chrI	139162	+	6
chrI	139163	+	13
chrI	139164	+	13
chrI	139165	+	1
chrI	139166	+	17
chrI	139167	+	2
chrI	139168	+	1
chrI	139169	+	7
chrI	139170	+	5
chrI	139171	+	5
chrI	139173	+	9
chrI	139174	+	2
chrI	139175	+	2
chrI	139176	+	1
chrI	139177	+	5
chrI	139181	+	6
chrI	139182	+	5
chrI	139183	+	2
chrI	139184	+	2
chrI	139185	+	6
chrI	139189	+	2
chrI	139192	+	2
chrI	139193	+	8
chrI	139194	+	1
chrI	139197	+	10
chrI	139198	+	7
chrI	139199	+	1
chrI	139200	+	2
chrI	139201	+	7
chrI	139202	+	3
chrI	139203	+	11
chrI	139210	+	1
chrI	139212	+	6
chrI	139213	+	2
chrI	139220	+	6
chrI	139229	+	1
chrI	139238	+	1
chrI	139239	+	3
chrI	139240	+	1
chrI	139421	-	3
chrI	139425	-	2
chrI	139446	-	1
chrI	139448	-	7
chrI	139449	-	4
chrI	139450	-	6
chrI	139451	-	1
chrI	139456	-	2
chrI	139462	-	1
chrI	139463	-	4
chrI	139465	-	2
chrI	139466	-	4
chrI	139468	-	1
chrI	139475	-	1
chrI	139478	-	1
chrI	139483	-	3
chrI	139497	-	1
chrI	139499	-	3
chrI	139501	-	6
chrI	139505	-	1
chrI	139508	-	2
chrI	139509	-	10
chrI	139518	-	3
chrI	139559	-	1
chrI	139567	-	1
chrI	139575	-	5
chrI	139592	-	2
chrI	139610	-	1
chrI	139611	-	1
chrI	139623	-	4
chrI	139651	-	5
chrI	139662	-	1
chrI	139669	-	4
chrI	139676	-	6
chrI	139697	-	1
chrI	139705	-	2
chrI	139707	-	9
chrI	139709	-	1
chrI	139712	-	1
chrI	139713	-	8
chrI	139714	-	12
chrI	139717	-	1
chrI	139718	-	9
chrI	139719	-	3
chrI	139724	-	17
chrI	139737	-	10
chrI	139750	-	10
chrI	139751	-	2
chrI	139753	-	1
chrI	139756	-	1
chrI	139760	-	2
chrI	139761	-	1
chrI	139769	-	11
chrI	139778	-	1
chrI	139782	-	4
chrI	139797	-	1
chrI	139798	-	3
chrI	139801	-	1
chrI	139802	-	10
chrI	139804	-	5
chrI	139808	-	4
chrI	139816	-	1
chrI	139818	-	6
chrI	139821	-	2
chrI	139827	-	1
chrI	139831	-	3
chrI	139833	-	4
chrI	139841	-	4
chrI	139847	-	1
chrI	139848	-	1
chrI	139850	-	1
chrI	139853	-	10
chrI	139854	-	10
chrI	139858	-	2
chrI	139862	-	1
chrI	139866	-	6
chrI	139868	-	1
chrI	139869	-	3
chrI	139870	-	1
chrI	139877	-	3
chrI	139882	-	2
chrI	139886	-	1
chrI	139894	-	1
chrI	139898	-	1
chrI	139899	-	5
chrI	139900	-	5
chrI	139901	-	4
chrI	139904	-	11
chrI	139907	-	4
chrI	139909	-	8
chrI	139910	-	3
chrI	139912	-	3
chrI	139913	-	3
chrI	139914	-	7
chrI	139915	-	4
chrI	139918	-	5
chrI	139919	-	1
chrI	139925	-	2
chrI	139928	-	2
chrI	139930	-	1
chrI	139931	-	5
chrI	139932	-	39
chrI	139933	-	2
chrI	139934	-	9
chrI	139935	-	22
chrI	139936	-	9
chrI	139940	-	13
chrI	139941	-	1
chrI	139943	-	11
chrI	139945	-	6
chrI	139946	-	1
chrI	139947	-	3
chrI	139948	-	15
chrI	139949	-	1
chrI	139950	-	8
chrI	139953	-	7
chrI	139958	-	1
chrI	139966	-	1
chrI	139967	-	3
chrI	139968	-	2
chrI	139973	-	2
chrI	139975	-	1
chrI	139976	-	3
chrI	139977	-	23
chrI	139978	-	3
chrI	139979	-	1
chrI	139981	-	3
chrI	139982	-	2
chrI	139983	-	1
chrI	139985	-	14
chrI	139986	-	8
chrI	139987	-	5
chrI	139988	-	6
chrI	139990	-	9
chrI	139993	-	1
chrI	140002	-	11
chrI	140003	-	4
chrI	140004	-	1
chrI	140006	-	1
chrI	140009	-	4
chrI	140010	-	2
chrI	140012	-	1
chrI	140013	-	6
chrI	140019	-	1
chrI	140022	-	9
chrI	140026	-	1
chrI	140029	-	1
chrI	140030	-	3
chrI	140035	-	8
chrI	140038	-	14
chrI	140039	-	1
chrI	140040	-	4
chrI	140041	-	1
chrI	140044	-	5
chrI	140048	-	1
chrI	140049	-	4
chrI	140050	-	16
chrI	140052	-	15
chrI	140059	-	2
chrI	140060	-	1
chrI	140061	-	6
chrI	140063	-	15
chrI	140066	-	4
chrI	140067	-	5
chrI	140068	-	1
chrI	140074	-	1
chrI	140076	-	7
chrI	140078	-	1
chrI	140084	-	1
chrI	140087	-	6
chrI	140088	-	2
chrI	140092	-	3
chrI	140093	-	1
chrI	140099	-	2
chrI	140103	-	1
chrI	140107	-	1
chrI	140109	-	2
chrI	140110	-	7
chrI	140112	-	2
chrI	140113	-	1
chrI	140114	-	4
chrI	140115	-	6
chrI	140120	-	5
chrI	140122	-	3
chrI	140123	-	2
chrI	140124	-	1
chrI	140125	-	1
chrI	140126	-	1
chrI	140127	-	9
chrI	140128	-	2
chrI	140129	-	1
chrI	140134	-	9
chrI	140137	-	2
chrI	140141	-	2
chrI	140144	-	3
chrI	140146	-	5
chrI	140150	-	2
chrI	140154	-	3
chrI	140157	-	4
chrI	140158	-	3
chrI	140159	-	2
chrI	140165	-	4
chrI	140179	-	2
chrI	140182	-	1
chrI	140187	-	2
chrI	140191	-	1
chrI	140192	-	1
chrI	140197	-	1
chrI	140198	-	1
chrI	140199	-	4
chrI	140200	-	10
chrI	140205	-	1
chrI	140220	-	1
chrI	140227	-	1
chrI	140229	-	4
chrI	140231	-	1
chrI	140235	-	4
chrI	140238	-	1
chrI	140240	-	14
chrI	140241	-	2
chrI	140242	-	1
chrI	140243	-	8
chrI	140245	-	19
chrI	140246	-	12
chrI	140247	-	6
chrI	140248	-	1
chrI	140249	-	2
chrI	140251	-	1
chrI	140255	-	28
chrI	140259	-	1
chrI	140261	-	6
chrI	140262	-	9
chrI	140265	-	6
chrI	140266	-	19
chrI	140267	-	1
chrI	140268	-	12
chrI	140269	-	15
chrI	140270	-	5
chrI	140272	-	1
chrI	140273	-	2
chrI	140278	-	2
chrI	140287	-	1
chrI	140290	-	5
chrI	140294	-	1
chrI	140299	-	6
chrI	140303	-	2
chrI	140304	-	23
chrI	140305	-	9
chrI	140306	-	2
chrI	140307	-	1
chrI	140308	-	1
chrI	140311	-	1
chrI	140314	-	1
chrI	140315	-	7
chrI	140318	-	3
chrI	140321	-	1
chrI	140323	-	1
chrI	140328	-	1
chrI	140330	-	23
chrI	140331	-	1
chrI	140332	-	4
chrI	140347	-	6
chrI	140356	-	11
chrI	140359	-	14
chrI	140368	-	5
chrI	140369	-	1
chrI	140376	-	2
chrI	140381	-	13
chrI	140397	-	3
chrI	140398	-	1
chrI	140413	-	2
chrI	140414	-	4
chrI	140415	-	9
chrI	140425	-	13
chrI	140432	-	3
chrI	140436	-	1
chrI	140439	-	5
chrI	140441	-	1
chrI	140442	-	6
chrI	140443	-	3
chrI	140450	-	6
chrI	140455	-	6
chrI	140457	-	4
chrI	140458	-	1
chrI	140461	-	1
chrI	140462	-	3
chrI	140463	-	1
chrI	140480	-	1
chrI	140481	-	1
chrI	140483	-	9
chrI	140495	-	1
chrI	140500	-	12
chrI	140505	-	1
chrI	140514	-	2
chrI	140517	-	3
chrI	140524	-	2
chrI	140526	-	3
chrI	140530	-	1
chrI	140539	-	1
chrI	140553	-	3
chrI	140555	-	5
chrI	140556	-	1
chrI	140557	-	4
chrI	140560	-	2
chrI	140561	-	1
chrI	140562	-	3
chrI	140564	-	7
chrI	140567	-	15
chrI	140570	-	5
chrI	140579	-	1
chrI	140583	-	11
chrI	140586	-	14
chrI	140588	-	2
chrI	140591	-	1
chrI	140592	-	2
chrI	140597	-	1
chrI	140602	-	12
chrI	140604	-	10
chrI	140620	-	10
chrI	140654	-	3
chrI	140655	-	1
chrI	140659	-	1
chrI	140661	-	1
chrI	140665	-	15
chrI	140672	-	2
chrI	140684	-	1
chrI	140697	-	2
chrI	140702	-	3
chrI	140705	-	3
chrI	140706	-	1
chrI	140707	-	1
chrI	140708	-	9
chrI	140709	-	1
chrI	140714	-	4
chrI	140720	-	6
chrI	140721	-	7
chrI	140723	-	5
chrI	140727	-	6
chrI	140732	-	1
chrI	140734	-	3
chrI	140737	-	2
chrI	140738	-	6
chrI	140742	-	8
chrI	140743	-	1
chrI	140744	-	17
chrI	140746	-	7
chrI	140753	-	1
chrI	140756	-	2
chrI	140759	-	5
chrI	140760	-	3
chrI	140761	-	2
chrI	140762	-	3
chrI	140763	-	2
chrI	140773	-	1
chrI	140774	-	2
chrI	140783	-	1
chrI	140786	-	5
chrI	140792	-	2
chrI	140793	-	1
chrI	140806	-	6
chrI	140807	-	12
chrI	140814	-	1
chrI	140815	-	1
chrI	140817	-	4
chrI	140818	-	1
chrI	140822	-	5
chrI	140825	-	1
chrI	140828	-	7
chrI	140829	-	7
chrI	140833	-	3
chrI	140842	-	1
chrI	140844	-	2
chrI	140846	-	4
chrI	140848	-	1
chrI	140849	-	59
chrI	140850	-	33
chrI	140851	-	27
chrI	140852	-	1
chrI	140853	-	7
chrI	140854	-	1
chrI	140856	-	11
chrI	140861	-	5
chrI	140863	-	14
chrI	140864	-	1
chrI	140867	-	2
chrI	140873	-	1
chrI	140877	-	7
chrI	140880	-	1
chrI	140883	-	13
chrI	140884	-	6
chrI	140888	-	1
chrI	140892	-	14
chrI	140893	-	2
chrI	140896	-	5
chrI	140908	-	1
chrI	140909	-	1
chrI	140910	-	19
chrI	140917	-	1
chrI	140918	-	1
chrI	140920	-	1
chrI	140922	-	12
chrI	140923	-	7
chrI	140924	-	1
chrI	140925	-	1
chrI	140926	-	1
chrI	140931	-	7
chrI	140945	-	1
chrI	140948	-	2
chrI	140949	-	3
chrI	140953	-	2
chrI	140957	-	2
chrI	140958	-	4
chrI	140974	-	3
chrI	140980	-	6
chrI	140982	-	8
chrI	140984	-	2
chrI	140987	-	4
chrI	140988	-	18
chrI	140990	-	16
chrI	140994	-	7
chrI	140995	-	1
chrI	141004	-	2
chrI	141011	-	9
chrI	141013	-	1
chrI	141024	-	3
chrI	141078	-	1
chrI	141080	-	3
chrI	141084	-	1
chrI	141093	-	2
chrI	141094	-	2
chrI	141097	-	1
chrI	141098	-	2
chrI	141100	-	1
chrI	141104	-	4
chrI	141110	-	1
chrI	141112	-	14
chrI	141117	-	1
chrI	141118	-	14
chrI	141119	-	7
chrI	141122	-	1
chrI	141123	-	1
chrI	141124	-	1
chrI	141125	-	14
chrI	141128	-	1
chrI	141129	-	2
chrI	141150	-	1
chrI	141194	-	2
chrI	141203	-	1
chrI	141204	-	4
chrI	141206	-	16
chrI	141207	-	1
chrI	141223	-	1
chrI	141228	-	1
chrI	141229	-	9
chrI	141236	-	11
chrI	141239	-	9
chrI	141246	-	5
chrI	141250	-	8
chrI	141252	-	2
chrI	141253	-	2
chrI	141254	-	1
chrI	141259	-	2
chrI	141264	-	1
chrI	141265	-	1
chrI	141266	-	1
chrI	141267	-	1
chrI	141268	-	8
chrI	141274	-	4
chrI	141290	-	1
chrI	141291	-	1
chrI	141297	-	1
chrI	141304	-	1
chrI	141306	-	9
chrI	141308	-	11
chrI	141309	-	5
chrI	141314	-	1
chrI	141315	-	1
chrI	141316	-	2
chrI	141317	-	21
chrI	141318	-	21
chrI	141319	-	13
chrI	141333	-	9
chrI	141336	-	2
chrI	141340	-	1
chrI	141341	-	1
chrI	141342	-	1
chrI	141347	-	3
chrI	141348	-	2
chrI	141350	-	1
chrI	141351	-	6
chrI	141353	-	5
chrI	141354	-	28
chrI	141356	-	2
chrI	141357	-	1
chrI	141371	-	1
chrI	141377	-	14
chrI	141385	-	1
chrI	141392	-	4
chrI	141393	-	1
chrI	141406	-	1
chrI	141409	-	1
chrI	141412	-	1
chrI	141414	-	11
chrI	141419	-	5
chrI	141420	-	10
chrI	141432	-	1
chrI	141435	-	1
chrI	141436	-	7
chrI	141437	-	29
chrI	141444	-	2
chrI	141447	-	1
chrI	141451	-	1
chrI	141452	-	4
chrI	141459	-	1
chrI	141462	-	1
chrI	141463	-	1
chrI	141474	-	4
chrI	141486	-	1
chrI	141491	-	4
chrI	141495	-	2
chrI	141522	-	1
chrI	142121	+	1
chrI	142152	+	3
chrI	142159	+	2
chrI	142163	+	1
chrI	142165	+	2
chrI	142168	+	1
chrI	142170	+	1
chrI	142174	+	3
chrI	142191	+	2
chrI	142197	+	10
chrI	142198	+	7
chrI	142199	+	1
chrI	142205	+	6
chrI	142207	+	11
chrI	142210	+	1
chrI	142213	+	1
chrI	142214	+	3
chrI	142216	+	5
chrI	142224	+	2
chrI	142232	+	9
chrI	142239	+	3
chrI	142241	+	1
chrI	142245	+	1
chrI	142248	+	4
chrI	142253	+	4
chrI	142267	+	1
chrI	142281	+	3
chrI	142283	+	2
chrI	142285	+	2
chrI	142288	+	1
chrI	142289	+	1
chrI	142293	+	1
chrI	142298	+	1
chrI	142322	+	1
chrI	142335	+	1
chrI	142336	+	1
chrI	142342	+	3
chrI	142353	+	2
chrI	142358	+	1
chrI	142364	+	3
chrI	142365	+	92
chrI	142366	+	68
chrI	142367	+	53
chrI	142368	+	3
chrI	142369	+	4
chrI	142370	+	15
chrI	142371	+	14
chrI	142372	+	5
chrI	142373	+	10
chrI	142374	+	13
chrI	142375	+	10
chrI	142376	+	1
chrI	142377	+	13
chrI	142378	+	97
chrI	142379	+	96
chrI	142380	+	62
chrI	142381	+	88
chrI	142382	+	29
chrI	142383	+	47
chrI	142384	+	99
chrI	142385	+	10
chrI	142386	+	171
chrI	142387	+	93
chrI	142388	+	39
chrI	142389	+	44
chrI	142390	+	39
chrI	142391	+	12
chrI	142392	+	1
chrI	142393	+	5
chrI	142394	+	4
chrI	142395	+	53
chrI	142396	+	25
chrI	142397	+	241
chrI	142398	+	233
chrI	142399	+	383
chrI	142400	+	361
chrI	142401	+	55
chrI	142402	+	24
chrI	142403	+	127
chrI	142404	+	152
chrI	142405	+	24
chrI	142406	+	8
chrI	142408	+	27
chrI	142409	+	9
chrI	142410	+	2
chrI	142411	+	38
chrI	142412	+	1
chrI	142413	+	56
chrI	142414	+	15
chrI	142415	+	22
chrI	142416	+	8
chrI	142418	+	3
chrI	142419	+	11
chrI	142420	+	19
chrI	142421	+	13
chrI	142422	+	14
chrI	142423	+	39
chrI	142424	+	8
chrI	142425	+	14
chrI	142426	+	5
chrI	142427	+	34
chrI	142428	+	10
chrI	142429	+	23
chrI	142430	+	13
chrI	142431	+	11
chrI	142433	+	10
chrI	142434	+	3
chrI	142436	+	4
chrI	142438	+	1
chrI	142440	+	3
chrI	142442	+	1
chrI	142445	+	1
chrI	142448	+	1
chrI	142449	+	1
chrI	142468	+	9
chrI	142489	+	3
chrI	142490	+	5
chrI	142491	+	9
chrI	142496	+	4
chrI	142497	+	25
chrI	142503	+	1
chrI	142506	+	8
chrI	142507	+	5
chrI	142508	+	1
chrI	142510	+	2
chrI	142511	+	10
chrI	142513	+	1
chrI	142514	+	1
chrI	142515	+	1
chrI	142520	+	1
chrI	142524	+	8
chrI	142525	+	2
chrI	142526	+	3
chrI	142527	+	4
chrI	142528	+	1
chrI	142543	+	4
chrI	142550	+	8
chrI	142552	+	2
chrI	142553	+	4
chrI	142560	+	1
chrI	142561	+	2
chrI	142563	+	5
chrI	142566	+	6
chrI	142574	+	1
chrI	142575	+	5
chrI	142577	+	1
chrI	142580	+	1
chrI	142616	+	1
chrI	142619	+	1
chrI	142622	+	5
chrI	142624	+	1
chrI	142627	+	13
chrI	142628	+	10
chrI	142630	+	1
chrI	142631	+	13
chrI	142632	+	4
chrI	142635	+	1
chrI	142646	+	6
chrI	142647	+	2
chrI	142650	+	1
chrI	142651	+	3
chrI	142652	+	1
chrI	142658	+	17
chrI	142659	+	2
chrI	142660	+	4
chrI	142661	+	2
chrI	142663	+	1
chrI	142666	+	3
chrI	142672	+	2
chrI	142680	+	8
chrI	142681	+	3
chrI	142683	+	9
chrI	142685	+	3
chrI	142692	+	1
chrI	142693	+	1
chrI	142695	+	10
chrI	142699	+	1
chrI	142705	+	3
chrI	142706	+	1
chrI	142707	+	11
chrI	142711	+	2
chrI	142714	+	12
chrI	142715	+	1
chrI	142721	+	2
chrI	142722	+	1
chrI	142723	+	5
chrI	142724	+	2
chrI	142728	+	7
chrI	142730	+	1
chrI	142732	+	11
chrI	142736	+	2
chrI	142743	+	21
chrI	142744	+	2
chrI	142745	+	8
chrI	142748	+	24
chrI	142750	+	2
chrI	142771	+	2
chrI	142780	+	2
chrI	142785	+	2
chrI	142788	+	1
chrI	142789	+	4
chrI	142793	+	1
chrI	142795	+	1
chrI	142796	+	9
chrI	142798	+	2
chrI	142799	+	1
chrI	142800	+	4
chrI	142804	+	2
chrI	142833	+	1
chrI	142834	+	2
chrI	142841	+	12
chrI	142844	+	4
chrI	142846	+	6
chrI	142848	+	4
chrI	142855	+	2
chrI	142856	+	7
chrI	142857	+	9
chrI	142861	+	5
chrI	142863	+	2
chrI	142864	+	4
chrI	142866	+	1
chrI	142871	+	5
chrI	142876	+	1
chrI	142887	+	4
chrI	142895	+	7
chrI	142897	+	1
chrI	142901	+	4
chrI	142902	+	4
chrI	142903	+	2
chrI	142904	+	3
chrI	142905	+	4
chrI	142909	+	3
chrI	142910	+	5
chrI	142912	+	7
chrI	142913	+	1
chrI	142914	+	1
chrI	142915	+	4
chrI	142921	+	4
chrI	142923	+	6
chrI	142925	+	2
chrI	142926	+	1
chrI	142927	+	1
chrI	142942	+	2
chrI	142944	+	1
chrI	142945	+	1
chrI	142948	+	1
chrI	142962	+	1
chrI	142965	+	1
chrI	142978	+	5
chrI	142994	+	1
chrI	143010	+	4
chrI	143013	+	7
chrI	143018	+	1
chrI	143026	+	27
chrI	143027	+	8
chrI	143032	+	4
chrI	143033	+	2
chrI	143034	+	2
chrI	143037	+	9
chrI	143039	+	2
chrI	143043	+	1
chrI	143044	+	1
chrI	143046	+	13
chrI	143048	+	5
chrI	143049	+	4
chrI	143052	+	1
chrI	143053	+	8
chrI	143058	+	11
chrI	143074	+	3
chrI	143076	+	8
chrI	143077	+	1
chrI	143080	+	1
chrI	143083	+	4
chrI	143086	+	1
chrI	143088	+	6
chrI	143099	+	2
chrI	143101	+	7
chrI	143103	+	2
chrI	143104	+	9
chrI	143105	+	2
chrI	143107	+	1
chrI	143129	+	1
chrI	143137	+	1
chrI	143142	+	2
chrI	143166	+	1
chrI	143167	+	3
chrI	143168	+	5
chrI	143169	+	3
chrI	143170	+	6
chrI	143171	+	1
chrI	143172	+	6
chrI	143173	+	1
chrI	143179	+	2
chrI	143181	+	3
chrI	143182	+	1
chrI	143183	+	1
chrI	143187	+	3
chrI	143189	+	1
chrI	143195	+	1
chrI	143198	+	3
chrI	143204	+	2
chrI	143205	+	1
chrI	143206	+	6
chrI	143210	+	3
chrI	143213	+	3
chrI	143214	+	2
chrI	143217	+	3
chrI	143218	+	1
chrI	143220	+	5
chrI	143225	+	1
chrI	143226	+	1
chrI	143228	+	2
chrI	143232	+	3
chrI	143239	+	3
chrI	143240	+	5
chrI	143243	+	4
chrI	143247	+	4
chrI	143256	+	1
chrI	143258	+	5
chrI	143260	+	1
chrI	143265	+	10
chrI	143276	+	2
chrI	143279	+	2
chrI	143283	+	2
chrI	143284	+	1
chrI	143291	+	5
chrI	143292	+	3
chrI	143297	+	1
chrI	143299	+	6
chrI	143300	+	2
chrI	143301	+	4
chrI	143302	+	2
chrI	143322	+	2
chrI	143323	+	2
chrI	143324	+	1
chrI	143326	+	1
chrI	143328	+	2
chrI	143329	+	1
chrI	143330	+	4
chrI	143331	+	1
chrI	143339	+	1
chrI	143341	+	2
chrI	143342	+	3
chrI	143344	+	2
chrI	143370	+	2
chrI	143372	+	1
chrI	143839	+	30
chrI	150459	-	3
chrI	150514	-	1
chrI	150528	-	1
chrI	150966	-	2
chrI	150987	-	1
chrI	151024	-	1
chrI	151025	-	4
chrI	151074	-	1
chrI	152273	+	5
chrI	152275	+	1
chrI	152313	+	5
chrI	153786	+	1
chrI	153787	+	2
chrI	154291	-	1
chrI	154292	-	1
chrI	154350	-	3
chrI	154662	-	1
chrI	154678	-	1
chrI	154679	-	6
chrI	154709	-	1
chrI	154717	-	1
chrI	154718	-	5
chrI	155430	+	1
chrI	157665	-	5
chrI	157692	-	2
chrI	160323	-	1
chrI	161345	-	4
chrI	161348	-	2
chrI	161360	-	5
chrI	161364	-	8
chrI	161376	-	1
chrI	162082	-	1
chrI	162084	-	1
chrI	162088	-	1
chrI	162102	-	1
chrI	162111	-	1
chrI	162119	-	2
chrI	162127	-	1
chrI	162128	-	1
chrI	162129	-	1
chrI	162134	-	1
chrI	162141	-	2
chrI	162170	-	2
chrI	162792	-	1
chrI	163803	-	1
chrI	163809	-	1
chrI	164059	-	2
chrI	164072	-	6
chrI	164073	-	2
chrI	164074	-	7
chrI	164077	-	4
chrI	164079	-	4
chrI	164085	-	1
chrI	164630	-	1
chrI	164641	-	1
chrI	165523	-	1
chrI	165839	-	1
chrI	165840	-	6
chrI	165841	-	5
chrI	165883	-	2
chrI	166253	+	1
chrI	166255	+	1
chrI	166257	+	2
chrI	166258	+	13
chrI	166260	+	1
chrI	166264	+	42
chrI	166265	+	11
chrI	166269	+	1
chrI	166272	+	6
chrI	166276	+	1
chrI	166281	+	29
chrI	166282	+	1
chrI	166283	+	5
chrI	166284	+	6
chrI	166285	+	12
chrI	166286	+	2
chrI	166287	+	1
chrI	166288	+	1
chrI	166292	+	7
chrI	166293	+	1
chrI	166295	+	1
chrI	166299	+	4
chrI	166300	+	2
chrI	166306	+	1
chrI	166312	+	2
chrI	166314	+	1
chrI	166319	+	1
chrI	166321	+	2
chrI	166338	+	1
chrI	166343	+	4
chrI	166363	+	10
chrI	166367	+	2
chrI	166369	+	1
chrI	166380	+	1
chrI	166386	+	6
chrI	166388	+	2
chrI	166426	+	13
chrI	166471	+	13
chrI	166473	+	1
chrI	166476	+	1
chrI	166608	-	8
chrI	166798	-	1
chrI	167342	-	1
chrI	167458	-	1
chrI	167459	-	2
chrI	167548	-	2
chrI	167692	-	5
chrI	168144	-	4
chrI	168195	-	1
chrI	168196	-	3
chrI	168306	-	1
chrI	168508	-	1
chrI	168526	-	2
chrI	168549	-	4
chrI	168583	-	1
chrI	168660	-	2
chrI	168681	-	2
chrI	168682	-	2
chrI	168703	-	3
chrI	168777	-	2
chrI	168810	-	7
chrI	168900	-	1
chrI	168901	-	10
chrI	169005	-	4
chrI	169008	-	6
chrI	169290	+	2
chrI	169291	+	1
chrI	169310	+	1
chrI	169312	+	1
chrI	169350	+	1
chrI	169367	+	19
chrI	169368	+	2
chrI	169381	+	1
chrI	169383	+	1
chrI	169389	+	4
chrI	169416	+	7
chrI	169417	+	1
chrI	169434	+	1
chrI	169443	+	12
